# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.69792713E-02  0.00000000E+00 -0.81905296E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.69792713E-02  0.00000000E+00 -0.63768561E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.69792713E-02  0.00000000E+00 -0.45595479E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.69792713E-02  0.00000000E+00 -0.27422398E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.69792713E-02  0.00000000E+00 -0.92129699E-03  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.69792713E-02  0.00000000E+00  0.89601117E-03  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.69792713E-02  0.00000000E+00  0.27133193E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.69792713E-02  0.00000000E+00  0.45306275E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.69792713E-02  0.00000000E+00  0.63443010E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.69792713E-02  0.00000000E+00  0.81616092E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.69792713E-02  0.00000000E+00  0.99789174E-02  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.69792713E-02  0.00000000E+00  0.11796226E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.69792713E-02  0.00000000E+00  0.13613534E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.69792713E-02  0.00000000E+00  0.15430842E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.69792713E-02  0.00000000E+00  0.17251785E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.69792713E-02  0.00000000E+00  0.19069093E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.69792713E-02  0.00000000E+00  0.20886401E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.69792713E-02  0.00000000E+00  0.22703709E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.69792713E-02  0.00000000E+00  0.24521017E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.69792713E-02  0.00000000E+00  0.26338325E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.69792713E-02  0.00000000E+00  0.28155634E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.69792713E-02  0.00000000E+00  0.29972942E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.22002000E-09  0.69792713E-02  0.00000000E+00  0.31790250E-01  0.00000000E+00  0.00000000E+00  0.18173082E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
