# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.73545035E-02  0.00000000E+00 -0.34472182E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.73545035E-02  0.00000000E+00 -0.32687040E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.73545035E-02  0.00000000E+00 -0.30898322E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.73545035E-02  0.00000000E+00 -0.29109603E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.73545035E-02  0.00000000E+00 -0.27317307E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.73545035E-02  0.00000000E+00 -0.25528588E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.73545035E-02  0.00000000E+00 -0.23739870E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.73545035E-02  0.00000000E+00 -0.21951151E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.73545035E-02  0.00000000E+00 -0.20166010E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.73545035E-02  0.00000000E+00 -0.18377291E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.73545035E-02  0.00000000E+00 -0.16588573E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.73545035E-02  0.00000000E+00 -0.14799854E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.73545035E-02  0.00000000E+00 -0.13011135E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.73545035E-02  0.00000000E+00 -0.11222417E-01  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.73545035E-02  0.00000000E+00 -0.94301207E-02  0.00000000E+00  0.00000000E+00  0.17887186E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
