# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.34299829E-02  0.00000000E+00 -0.51712091E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.34299829E-02  0.00000000E+00 -0.32297835E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.34299829E-02  0.00000000E+00 -0.12844673E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.34299829E-02  0.00000000E+00  0.66084886E-03  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.34299829E-02  0.00000000E+00  0.26100557E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.34299829E-02  0.00000000E+00  0.45553719E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.34299829E-02  0.00000000E+00  0.65006881E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.34299829E-02  0.00000000E+00  0.84460043E-02  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.34299829E-02  0.00000000E+00  0.10387430E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.34299829E-02  0.00000000E+00  0.12332746E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.34299829E-02  0.00000000E+00  0.14278062E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.34299829E-02  0.00000000E+00  0.16223378E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.34299829E-02  0.00000000E+00  0.18168695E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.34299829E-02  0.00000000E+00  0.20114011E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.34299829E-02  0.00000000E+00  0.22063218E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.34299829E-02  0.00000000E+00  0.24008534E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.34299829E-02  0.00000000E+00  0.25953850E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.34299829E-02  0.00000000E+00  0.27899166E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.34299829E-02  0.00000000E+00  0.29844482E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.34299829E-02  0.00000000E+00  0.31789799E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.34299829E-02  0.00000000E+00  0.33735115E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.34299829E-02  0.00000000E+00  0.35680431E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.22002000E-09  0.34299829E-02  0.00000000E+00  0.37625747E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.23002000E-09  0.34299829E-02  0.00000000E+00  0.39571063E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.24002000E-09  0.34299829E-02  0.00000000E+00  0.41516380E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.25002000E-09  0.34299829E-02  0.00000000E+00  0.43461696E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.26002000E-09  0.34299829E-02  0.00000000E+00  0.45407012E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.27002000E-09  0.34299829E-02  0.00000000E+00  0.47352328E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.28002000E-09  0.34299829E-02  0.00000000E+00  0.49297644E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.29002000E-09  0.34299829E-02  0.00000000E+00  0.51242961E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-09  0.34299829E-02  0.00000000E+00  0.53184386E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.31000000E-09  0.34299829E-02  0.00000000E+00  0.55129702E-01  0.00000000E+00  0.00000000E+00  0.19453162E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
