# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.34406828E-02  0.00000000E+00 -0.24493339E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.34406828E-02  0.00000000E+00 -0.22632032E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.34406828E-02  0.00000000E+00 -0.20766995E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.34406828E-02  0.00000000E+00 -0.18901958E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.34406828E-02  0.00000000E+00 -0.17033191E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.34406828E-02  0.00000000E+00 -0.15168154E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.34406828E-02  0.00000000E+00 -0.13303117E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.34406828E-02  0.00000000E+00 -0.11438080E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.34406828E-02  0.00000000E+00 -0.95767725E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.34406828E-02  0.00000000E+00 -0.77117355E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.34406828E-02  0.00000000E+00 -0.58466984E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.34406828E-02  0.00000000E+00 -0.39816613E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.34406828E-02  0.00000000E+00 -0.21166243E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.34406828E-02  0.00000000E+00 -0.25158722E-03  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.34406828E-02  0.00000000E+00  0.16171799E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.34406828E-02  0.00000000E+00  0.34822170E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.34406828E-02  0.00000000E+00  0.53472540E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.34406828E-02  0.00000000E+00  0.72122911E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.34406828E-02  0.00000000E+00  0.90773282E-02  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.34406828E-02  0.00000000E+00  0.10942365E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.34406828E-02  0.00000000E+00  0.12807402E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.34406828E-02  0.00000000E+00  0.14672439E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.22002000E-09  0.34406828E-02  0.00000000E+00  0.16537476E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.23002000E-09  0.34406828E-02  0.00000000E+00  0.18402513E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.24002000E-09  0.34406828E-02  0.00000000E+00  0.20267551E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.25002000E-09  0.34406828E-02  0.00000000E+00  0.22132588E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.26002000E-09  0.34406828E-02  0.00000000E+00  0.23997625E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.27002000E-09  0.34406828E-02  0.00000000E+00  0.25862662E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.28002000E-09  0.34406828E-02  0.00000000E+00  0.27727699E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.29002000E-09  0.34406828E-02  0.00000000E+00  0.29592736E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-09  0.34406828E-02  0.00000000E+00  0.31454043E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.31000000E-09  0.34406828E-02  0.00000000E+00  0.33319080E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.32000000E-09  0.34406828E-02  0.00000000E+00  0.35184117E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.33000000E-09  0.34406828E-02  0.00000000E+00  0.37049154E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.34000000E-09  0.34406828E-02  0.00000000E+00  0.38914191E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.35000000E-09  0.34406828E-02  0.00000000E+00  0.40779228E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.36000000E-09  0.34406828E-02  0.00000000E+00  0.42644265E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.37000000E-09  0.34406828E-02  0.00000000E+00  0.44509302E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.38000000E-09  0.34406828E-02  0.00000000E+00  0.46374339E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.39000000E-09  0.34406828E-02  0.00000000E+00  0.48239376E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40000000E-09  0.34406828E-02  0.00000000E+00  0.50104413E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.41000000E-09  0.34406828E-02  0.00000000E+00  0.51969450E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.42000000E-09  0.34406828E-02  0.00000000E+00  0.53834488E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.43000000E-09  0.34406828E-02  0.00000000E+00  0.55699525E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.44000000E-09  0.34406828E-02  0.00000000E+00  0.57564562E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.45000000E-09  0.34406828E-02  0.00000000E+00  0.59429599E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.46000000E-09  0.34406828E-02  0.00000000E+00  0.61294636E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.47000000E-09  0.34406828E-02  0.00000000E+00  0.63159673E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.48000000E-09  0.34406828E-02  0.00000000E+00  0.65024710E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.49000000E-09  0.34406828E-02  0.00000000E+00  0.66889747E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50000000E-09  0.34406828E-02  0.00000000E+00  0.68754784E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.51000000E-09  0.34406828E-02  0.00000000E+00  0.70619821E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.52000000E-09  0.34406828E-02  0.00000000E+00  0.72484858E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.53000000E-09  0.34406828E-02  0.00000000E+00  0.74349895E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.54000000E-09  0.34406828E-02  0.00000000E+00  0.76214932E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.55002000E-09  0.34406828E-02  0.00000000E+00  0.78083699E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.56002000E-09  0.34406828E-02  0.00000000E+00  0.79948736E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.57002000E-09  0.34406828E-02  0.00000000E+00  0.81813773E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.58002000E-09  0.34406828E-02  0.00000000E+00  0.83678811E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.59002000E-09  0.34406828E-02  0.00000000E+00  0.85543848E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60002000E-09  0.34406828E-02  0.00000000E+00  0.87408885E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.61002000E-09  0.34406828E-02  0.00000000E+00  0.89273922E-01  0.00000000E+00  0.00000000E+00  0.18650371E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
