# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.13073888E-01  0.00000000E+00 -0.16983789E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.13073888E-01  0.00000000E+00 -0.15096158E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.13073888E-01  0.00000000E+00 -0.13204743E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.13073888E-01  0.00000000E+00 -0.11313329E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.13073888E-01  0.00000000E+00 -0.94181312E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.13073888E-01  0.00000000E+00 -0.75267166E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.13073888E-01  0.00000000E+00 -0.56353021E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.13073888E-01  0.00000000E+00 -0.37438876E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.13073888E-01  0.00000000E+00 -0.18562559E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.13073888E-01  0.00000000E+00  0.35158670E-04  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.13073888E-01  0.00000000E+00  0.19265732E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.13073888E-01  0.00000000E+00  0.38179877E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.13073888E-01  0.00000000E+00  0.57094023E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.13073888E-01  0.00000000E+00  0.76008168E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.13073888E-01  0.00000000E+00  0.94960141E-02  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.13073888E-01  0.00000000E+00  0.11387429E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.13073888E-01  0.00000000E+00  0.13278843E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.13073888E-01  0.00000000E+00  0.15170258E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.13073888E-01  0.00000000E+00  0.17061672E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.13073888E-01  0.00000000E+00  0.18953087E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.13073888E-01  0.00000000E+00  0.20844501E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.13073888E-01  0.00000000E+00  0.22735916E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.22002000E-09  0.13073888E-01  0.00000000E+00  0.24627330E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.23002000E-09  0.13073888E-01  0.00000000E+00  0.26518745E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.24002000E-09  0.13073888E-01  0.00000000E+00  0.28410159E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.25002000E-09  0.13073888E-01  0.00000000E+00  0.30301574E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.26002000E-09  0.13073888E-01  0.00000000E+00  0.32192989E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.27002000E-09  0.13073888E-01  0.00000000E+00  0.34084403E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.28002000E-09  0.13073888E-01  0.00000000E+00  0.35975818E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.29002000E-09  0.13073888E-01  0.00000000E+00  0.37867232E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-09  0.13073888E-01  0.00000000E+00  0.39754864E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.31000000E-09  0.13073888E-01  0.00000000E+00  0.41646278E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.32000000E-09  0.13073888E-01  0.00000000E+00  0.43537693E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.33000000E-09  0.13073888E-01  0.00000000E+00  0.45429107E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.34000000E-09  0.13073888E-01  0.00000000E+00  0.47320522E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.35000000E-09  0.13073888E-01  0.00000000E+00  0.49211936E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.36000000E-09  0.13073888E-01  0.00000000E+00  0.51103351E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.37000000E-09  0.13073888E-01  0.00000000E+00  0.52994766E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.38000000E-09  0.13073888E-01  0.00000000E+00  0.54886180E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.39000000E-09  0.13073888E-01  0.00000000E+00  0.56777595E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40000000E-09  0.13073888E-01  0.00000000E+00  0.58669009E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.41000000E-09  0.13073888E-01  0.00000000E+00  0.60560424E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.42000000E-09  0.13073888E-01  0.00000000E+00  0.62451838E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.43000000E-09  0.13073888E-01  0.00000000E+00  0.64343253E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.44000000E-09  0.13073888E-01  0.00000000E+00  0.66234667E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.45000000E-09  0.13073888E-01  0.00000000E+00  0.68126082E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.46000000E-09  0.13073888E-01  0.00000000E+00  0.70017496E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.47000000E-09  0.13073888E-01  0.00000000E+00  0.71908911E-01  0.00000000E+00  0.00000000E+00  0.18914145E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
