# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.14467618E-01  0.00000000E+00 -0.18039482E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.14467618E-01  0.00000000E+00 -0.16192705E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.14467618E-01  0.00000000E+00 -0.14342228E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.14467618E-01  0.00000000E+00 -0.12491750E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.14467618E-01  0.00000000E+00 -0.10637572E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.14467618E-01  0.00000000E+00 -0.87870945E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.14467618E-01  0.00000000E+00 -0.69366171E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.14467618E-01  0.00000000E+00 -0.50861397E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.14467618E-01  0.00000000E+00 -0.32393632E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.14467618E-01  0.00000000E+00 -0.13888858E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.14467618E-01  0.00000000E+00  0.46159160E-03  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.14467618E-01  0.00000000E+00  0.23120690E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.14467618E-01  0.00000000E+00  0.41625464E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.14467618E-01  0.00000000E+00  0.60130238E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.14467618E-01  0.00000000E+00  0.78672022E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.14467618E-01  0.00000000E+00  0.97176796E-02  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.14467618E-01  0.00000000E+00  0.11568157E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.14467618E-01  0.00000000E+00  0.13418634E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.14467618E-01  0.00000000E+00  0.15269112E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.14467618E-01  0.00000000E+00  0.17119589E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.14467618E-01  0.00000000E+00  0.18970067E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.14467618E-01  0.00000000E+00  0.20820544E-01  0.00000000E+00  0.00000000E+00  0.18504774E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
