# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.35763725E-02  0.00000000E+00 -0.48665122E-01  0.16987889E+09 -0.64613522E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.53079859E-02  0.00000000E+00 -0.48551224E-01  0.17594909E+09 -0.45559452E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.70797138E-02  0.00000000E+00 -0.48437097E-01  0.17808520E+09 -0.36323610E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.88659328E-02  0.00000000E+00 -0.48322971E-01  0.17904525E+09 -0.31249679E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.10662691E-01  0.00000000E+00 -0.48208617E-01  0.17953784E+09 -0.28282629E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.12459536E-01  0.00000000E+00 -0.48094490E-01  0.17980470E+09 -0.26533269E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.14258379E-01  0.00000000E+00 -0.47980364E-01  0.17994840E+09 -0.25540501E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.16058257E-01  0.00000000E+00 -0.47866238E-01  0.18001712E+09 -0.25051547E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.17854956E-01  0.00000000E+00 -0.47752340E-01  0.18003613E+09 -0.24914594E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.19655261E-01  0.00000000E+00 -0.47638213E-01  0.18001975E+09 -0.25032632E+08  0.11412630E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
