# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.15746229E-01  0.00000000E+00 -0.28591215E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.15746229E-01  0.00000000E+00 -0.26828238E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.15746229E-01  0.00000000E+00 -0.25061729E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.15746229E-01  0.00000000E+00 -0.23295220E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.15746229E-01  0.00000000E+00 -0.21525177E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.15746229E-01  0.00000000E+00 -0.19758668E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.15746229E-01  0.00000000E+00 -0.17992159E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.15746229E-01  0.00000000E+00 -0.16225649E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.15746229E-01  0.00000000E+00 -0.14462673E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.15746229E-01  0.00000000E+00 -0.12696164E-01  0.00000000E+00  0.00000000E+00  0.17665093E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
