# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.57097548E-02  0.00000000E+00 -0.37855424E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.57097548E-02  0.00000000E+00 -0.18574783E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.57097548E-02  0.00000000E+00  0.74449710E-04  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.57097548E-02  0.00000000E+00  0.20063777E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.57097548E-02  0.00000000E+00  0.39421696E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.57097548E-02  0.00000000E+00  0.58740976E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.57097548E-02  0.00000000E+00  0.78060256E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.57097548E-02  0.00000000E+00  0.97379536E-02  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.57097548E-02  0.00000000E+00  0.11666018E-01  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.57097548E-02  0.00000000E+00  0.13597946E-01  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.57097548E-02  0.00000000E+00  0.15529874E-01  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.57097548E-02  0.00000000E+00  0.17461802E-01  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.57097548E-02  0.00000000E+00  0.19393730E-01  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.57097548E-02  0.00000000E+00  0.21325658E-01  0.00000000E+00  0.00000000E+00  0.19319280E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
