# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.42071261E-02  0.00000000E+00 -0.23839996E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.42071261E-02  0.00000000E+00 -0.22093458E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.42071261E-02  0.00000000E+00 -0.20343419E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.42071261E-02  0.00000000E+00 -0.18593380E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.42071261E-02  0.00000000E+00 -0.16839841E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.42071261E-02  0.00000000E+00 -0.15089803E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.42071261E-02  0.00000000E+00 -0.13339764E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.42071261E-02  0.00000000E+00 -0.11589725E-01  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.42071261E-02  0.00000000E+00 -0.98431865E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.42071261E-02  0.00000000E+00 -0.80931477E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.42071261E-02  0.00000000E+00 -0.63431090E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.42071261E-02  0.00000000E+00 -0.45930703E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.42071261E-02  0.00000000E+00 -0.28430315E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.42071261E-02  0.00000000E+00 -0.10929928E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.42071261E-02  0.00000000E+00  0.66054600E-03  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.42071261E-02  0.00000000E+00  0.24105847E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.42071261E-02  0.00000000E+00  0.41606235E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.42071261E-02  0.00000000E+00  0.59106622E-02  0.00000000E+00  0.00000000E+00  0.17500387E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
