# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.56773994E-02  0.00000000E+00 -0.10524812E-02  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.56773994E-02  0.00000000E+00  0.86655547E-03  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.56773994E-02  0.00000000E+00  0.27894379E-02  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.56773994E-02  0.00000000E+00  0.47123204E-02  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.56773994E-02  0.00000000E+00  0.66390486E-02  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.56773994E-02  0.00000000E+00  0.85619310E-02  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.56773994E-02  0.00000000E+00  0.10484813E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.56773994E-02  0.00000000E+00  0.12407696E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.56773994E-02  0.00000000E+00  0.14326733E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.56773994E-02  0.00000000E+00  0.16249615E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.56773994E-02  0.00000000E+00  0.18172497E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.56773994E-02  0.00000000E+00  0.20095380E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.56773994E-02  0.00000000E+00  0.22018262E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.56773994E-02  0.00000000E+00  0.23941145E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.56773994E-02  0.00000000E+00  0.25867873E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.56773994E-02  0.00000000E+00  0.27790755E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.56773994E-02  0.00000000E+00  0.29713638E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.56773994E-02  0.00000000E+00  0.31636520E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.56773994E-02  0.00000000E+00  0.33559403E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.56773994E-02  0.00000000E+00  0.35482285E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.56773994E-02  0.00000000E+00  0.37405168E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.56773994E-02  0.00000000E+00  0.39328050E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.22002000E-09  0.56773994E-02  0.00000000E+00  0.41250932E-01  0.00000000E+00  0.00000000E+00  0.19228824E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
