# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.44712230E-02  0.00000000E+00  0.88141255E-03  0.16583128E+09 -0.12978855E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.61268629E-02  0.00000000E+00  0.45482615E-03  0.16593790E+09 -0.11535924E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.77863939E-02  0.00000000E+00  0.27384855E-04  0.16595992E+09 -0.11214693E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.94459426E-02  0.00000000E+00 -0.40005644E-03  0.16594546E+09 -0.11426652E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.11108552E-01  0.00000000E+00 -0.82835261E-03  0.16590976E+09 -0.11933898E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.12767407E-01  0.00000000E+00 -0.12557939E-02  0.16585902E+09 -0.12619401E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.14425691E-01  0.00000000E+00 -0.16832352E-02  0.16579601E+09 -0.13421949E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.16083291E-01  0.00000000E+00 -0.21106765E-02  0.16572214E+09 -0.14305105E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.17736788E-01  0.00000000E+00 -0.25372629E-02  0.16563841E+09 -0.15244109E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.19392713E-01  0.00000000E+00 -0.29647042E-02  0.16554494E+09 -0.16227704E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.21047656E-01  0.00000000E+00 -0.33921455E-02  0.16544219E+09 -0.17243731E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.22701526E-01  0.00000000E+00 -0.38195868E-02  0.16533036E+09 -0.18284860E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.24354233E-01  0.00000000E+00 -0.42470281E-02  0.16520959E+09 -0.19345742E+08 -0.42744129E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
