# ptime xp yp zp vx vy vz ex ey ez bx by bz wt
 0.20000000E-13  0.10866821E-01  0.00000000E+00 -0.10670986E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-10  0.10866821E-01  0.00000000E+00 -0.89899487E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20000000E-10  0.10866821E-01  0.00000000E+00 -0.73055428E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.30000000E-10  0.10866821E-01  0.00000000E+00 -0.56211370E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.40020000E-10  0.10866821E-01  0.00000000E+00 -0.39333623E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.50020000E-10  0.10866821E-01  0.00000000E+00 -0.22489564E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.60020000E-10  0.10866821E-01  0.00000000E+00 -0.56455051E-03  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.70020000E-10  0.10866821E-01  0.00000000E+00  0.11198554E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.80000000E-10  0.10866821E-01  0.00000000E+00  0.28008924E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.90000000E-10  0.10866821E-01  0.00000000E+00  0.44852983E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.10000000E-09  0.10866821E-01  0.00000000E+00  0.61697042E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.11000000E-09  0.10866821E-01  0.00000000E+00  0.78541101E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.12000000E-09  0.10866821E-01  0.00000000E+00  0.95385160E-02  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.13000000E-09  0.10866821E-01  0.00000000E+00  0.11222922E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.14002000E-09  0.10866821E-01  0.00000000E+00  0.12910697E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.15002000E-09  0.10866821E-01  0.00000000E+00  0.14595102E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.16002000E-09  0.10866821E-01  0.00000000E+00  0.16279508E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.17002000E-09  0.10866821E-01  0.00000000E+00  0.17963914E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.18002000E-09  0.10866821E-01  0.00000000E+00  0.19648320E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.19002000E-09  0.10866821E-01  0.00000000E+00  0.21332726E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.20002000E-09  0.10866821E-01  0.00000000E+00  0.23017132E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.21002000E-09  0.10866821E-01  0.00000000E+00  0.24701538E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.22002000E-09  0.10866821E-01  0.00000000E+00  0.26385944E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.23002000E-09  0.10866821E-01  0.00000000E+00  0.28070349E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.24002000E-09  0.10866821E-01  0.00000000E+00  0.29754755E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
 0.25002000E-09  0.10866821E-01  0.00000000E+00  0.31439161E-01  0.00000000E+00  0.00000000E+00  0.16844059E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E-01  0.10000000E+01
