# xp yp zp Ex Ey Ez
# 4623 6
# 201 1 23 6
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94405800e+06
 5.00000000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94427600e+06
 1.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94467900e+06
 1.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94533300e+06
 2.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94622100e+06
 2.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94731600e+06
 3.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94858500e+06
 3.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94998500e+06
 4.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95147000e+06
 4.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95298200e+06
 5.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95445800e+06
 5.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95582900e+06
 6.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95701900e+06
 6.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95794600e+06
 7.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95852500e+06
 7.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95866400e+06
 8.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95827100e+06
 8.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95725000e+06
 9.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95550600e+06
 9.50000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.95294500e+06
 1.00000000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94947400e+06
 1.05000000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.94500600e+06
 1.10000000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.93945700e+06
 0.00000000e+00  0.00000000e+00  4.72350000e-04  0.00000000e+00  0.00000000e+00  1.94302900e+06
 5.00000000e-04  0.00000000e+00  4.72350000e-04  1.07679400e+03  0.00000000e+00  1.94328000e+06
 1.00000000e-03  0.00000000e+00  4.72350000e-04  2.14094300e+03  0.00000000e+00  1.94368300e+06
 1.50000000e-03  0.00000000e+00  4.72350000e-04  3.19844900e+03  0.00000000e+00  1.94435300e+06
 2.00000000e-03  0.00000000e+00  4.72350000e-04  4.23437900e+03  0.00000000e+00  1.94525400e+06
 2.50000000e-03  0.00000000e+00  4.72350000e-04  5.25089700e+03  0.00000000e+00  1.94637500e+06
 3.00000000e-03  0.00000000e+00  4.72350000e-04  6.22462000e+03  0.00000000e+00  1.94766900e+06
 3.50000000e-03  0.00000000e+00  4.72350000e-04  7.15643400e+03  0.00000000e+00  1.94909900e+06
 4.00000000e-03  0.00000000e+00  4.72350000e-04  8.03947400e+03  0.00000000e+00  1.95061700e+06
 4.50000000e-03  0.00000000e+00  4.72350000e-04  8.86700400e+03  0.00000000e+00  1.95216500e+06
 5.00000000e-03  0.00000000e+00  4.72350000e-04  9.63249800e+03  0.00000000e+00  1.95368200e+06
 5.50000000e-03  0.00000000e+00  4.72350000e-04  1.03297400e+04  0.00000000e+00  1.95509600e+06
 6.00000000e-03  0.00000000e+00  4.72350000e-04  1.09529200e+04  0.00000000e+00  1.95633200e+06
 6.50000000e-03  0.00000000e+00  4.72350000e-04  1.14968100e+04  0.00000000e+00  1.95730900e+06
 7.00000000e-03  0.00000000e+00  4.72350000e-04  1.19568800e+04  0.00000000e+00  1.95793900e+06
 7.50000000e-03  0.00000000e+00  4.72350000e-04  1.23294400e+04  0.00000000e+00  1.95813200e+06
 8.00000000e-03  0.00000000e+00  4.72350000e-04  1.26118100e+04  0.00000000e+00  1.95779300e+06
 8.50000000e-03  0.00000000e+00  4.72350000e-04  1.28024800e+04  0.00000000e+00  1.95682800e+06
 9.00000000e-03  0.00000000e+00  4.72350000e-04  1.29011900e+04  0.00000000e+00  1.95513900e+06
